オーナー登録済フラグ,店名,住所,電話番号,ジャンル,評価＆口コミ点数,口コミ数,公式サイトURL,メニューURL,URL
オーナー未登録,マルハ鮮魚,沖縄県 石垣市 美崎町1-13,+81 980-82-0557,和食,4.0 ,70件の口コミ,http://m.facebook.com/pages/%E3%83%9E%E3%83%AB%E3%83%8F%E9%AE%AE%E9%AD%9A%E5%BA%97/358738517541750,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473419-Reviews-Maruha_Seafood-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,白保食堂,〒907-0242 沖縄県 石垣市 白保205-6,+81 980-86-7941,和食,4.0 ,50件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d7184475,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7184475-Reviews-Shiraho_Shokudo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,そば処 まーさん道,〒907-0012 沖縄県 石垣市 美崎町3,+81 980-83-4050,,3.5 ,75件の口コミ,http://masan4050.ti-da.net/,http://www.churaguru.net/shop/menu.aspx?shop_id=marsandou,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6059835-Reviews-Soba_Restaurant_Ma_Sando-Ishigaki_Okinawa_Prefecture.html
登録済み,海鮮館 どてっぺん,〒907-0011 沖縄県 石垣市 八島町2-4,+81 980-84-2121,和食,4.0 ,45件の口コミ,http://ishigakijimateppen.co.jp/dininginfo/doteppen.php,https://ishigakijimateppen.co.jp/menu/food_doteppen.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7949636-Reviews-Kaisenkan_Doteppen-Ishigaki_Okinawa_Prefecture.html
登録済み,いしなぎ屋,〒907-0022 沖縄県 石垣市 大川43,+81 980-83-9929,和食,4.0 ,69件の口コミ,http://ishinagiya.com/yakinikusenka,https://ishinagiya.com/yakinikusenka,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4100805-Reviews-Ishinagiya-Ishigaki_Okinawa_Prefecture.html
登録済み,焼肉 中華 はるさー,〒907-0022 沖縄県 石垣市 大川559 アートホテル石垣島,+81 980-83-3311,中華料理,4.0 ,62件の口コミ,http://www.art-ishigakijima.com/restaurants/harusa.php,https://yoyaku.toreta.in/ahi/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3723629-Reviews-YAKINIKU_CHINESE_HARUSA-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,一休食堂,〒907-0023 沖縄県 石垣市 石垣716-1,+81 980-82-1803,和食,4.0 ,33件の口コミ,http://m.facebook.com/permalink.php?id=219063108144626&amp%3Bstory_fbid=2112805448770373,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7094429-Reviews-Ikkyu_Shokudo-Ishigaki_Okinawa_Prefecture.html
登録済み,ぎょうざ家心心,〒907-0023 沖縄県 石垣市 石垣 156-26,+81 980-88-7234,アジア料理,4.5 ,27件の口コミ,http://gyouza-ya.com/,http://gyouza-ya.com/#ltg_full_wide_title-8,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4555572-Reviews-Gyozaya_Shin_Shin-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,川平ファーム,沖縄県 石垣市 川平1291-63,+81 980-88-2475,カフェ・喫茶店,4.0 ,47件の口コミ,http://www.passion-jp.com/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473491-Reviews-Kabira_Farm-Ishigaki_Okinawa_Prefecture.html
登録済み,石垣牛と海鮮の店 こてっぺん,〒907-0012 沖縄県 石垣市 美崎町12-7 ワイズビル1F,+81 980-87-0257,和食,4.0 ,74件の口コミ,https://ishigakijimateppen.co.jp/dininginfo/koteppen.php,https://ishigakijimateppen.co.jp/menu/food_koteppen.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d9614577-Reviews-Ishigaki_Gyu_to_Kaisen_No_Mise_Koteppen-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,うーまる,沖縄県 石垣市 川平900,+81 980-88-2841,和食,4.5 ,31件の口コミ,http://okonomiyaumaru.wixsite.com/kabira,https://okonomiyaumaru.wixsite.com/kabira/menu,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7661835-Reviews-U_Maru-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,石垣島料理 丸八,〒907-0002 沖縄県 石垣市 真栄里599-10,+81 980-87-5483,和食,4.5 ,27件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d10357177,https://www.tripadvisor.jp/Restaurant_Review-g298223-d10357177-Reviews-Maruhachi-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,琉華,〒907-0024 沖縄県 石垣市 新川舟蔵2481-1 石垣リゾート グランヴィリオホテル別館,+81 980-88-0030,バーベキュー,4.0 ,50件の口コミ,http://www.grandvrio-hotelresort.com/ishigaki/,https://www.grandvrio-hotelresort.com/ishigaki/news/19,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4583677-Reviews-Grilled_Beef_Ryuka-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,レストラン Sea Forest,〒907-0000 沖縄県 石垣市 伊原間2-736,+81 980-86-7301,,4.5 ,31件の口コミ,http://www.seaforest-ishigaki.com/index.html,http://www.seaforest-ishigaki.com/sub2.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6058942-Reviews-Restaurant_Sea_Forest-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,山海亭,〒907-0012 沖縄県 石垣市 美崎町 3,+81 980-83-0596,和食,4.0 ,35件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4558726-Reviews-Sankatei-Ishigaki_Okinawa_Prefecture.html
登録済み,平良商店,〒907-0004 沖縄県 石垣市 登野城506,+81 50-3680-2116,和食,4.5 ,26件の口コミ,http://www.facebook.com/tairashoten?rf=710236989027160,https://www2.hp-ez.com/hp/tairashoten/page2,https://www.tripadvisor.jp/Restaurant_Review-g298223-d8775725-Reviews-Taira_Shoten-Ishigaki_Okinawa_Prefecture.html
,,,,,4.5 ,25件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6849128-Reviews-Ishigakijima_Nombiri_Cafe-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,三寿司,〒907-0014 沖縄県 石垣市 新栄町2-11,+81 980-82-3708,和食,4.5 ,30件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7637093-Reviews-Misushi-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ポーザーおばさんの食卓,〒907-0453 沖縄県 石垣市 川平1216-154 ヤマバレ牧場内,+81 980-84-4807,和食,3.5 ,64件の口コミ,http://www.kentoushi.com/po-za/,https://www.kentoushi.com/po-za/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2545491-Reviews-Poza_Obasan_no_Shokutaku-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,魚礁,〒907-0014 沖縄県 石垣市 新栄町10-5,+81 980-83-3744,和食,4.0 ,29件の口コミ,http://www.payao.net/,http://www.payao.net/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7391079-Reviews-Payao-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,あらかわ食堂,〒907-0024 沖縄県 石垣市 新川2376-16-1,+81 980-83-7422,和食,4.0 ,28件の口コミ,https://ja-jp.facebook.com/pages/category/Restaurant/%E3%81%82%E3%82%89%E3%81%8B%E3%82%8F%E9%A3%9F%E5%A0%82-273763856294903/,https://www.tripadvisor.jp/UpdateListing-d10820169,https://www.tripadvisor.jp/Restaurant_Review-g298223-d10820169-Reviews-Arakawa_shokudo-Ishigaki_Okinawa_Prefecture.html
登録済み,BAR NOBU,〒907-0012 沖縄県 石垣市 美崎町12-8,+81 980-83-3494,バー,4.5 ,26件の口コミ,http://www.barnobu.com/,http://www.barnobu.com/#block4-2,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7640430-Reviews-BAR_NOBU-Ishigaki_Okinawa_Prefecture.html
登録済み,担たん亭,〒907-0024 沖縄県 石垣市 新川2117-2,+81 980-82-2190,ステーキハウス,4.0 ,50件の口コミ,http://www.facebook.com/casadellapizzafirenze,https://tabelog.com/okinawa/A4705/A470501/47001483/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2307709-Reviews-Tantantei-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ウリウリカフェ,〒907-0332 沖縄県 石垣市 伊原間2-511,+81 980-89-2002,カフェ・喫茶店,4.0 ,51件の口コミ,http://uliulicafe.jimdofree.com/,https://uliulicafe.jimdo.com/menu/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2545487-Reviews-UliUli_Cafe-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,居酒屋 錦,沖縄県 石垣市 美崎町12-13,+81 980-82-0240,和食,4.5 ,20件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473484-Reviews-Izakaya_Nishiki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,石垣（ANAインターコンチネンタル石垣リゾート）,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,,4.5 ,26件の口コミ,https://www.ihg.com/intercontinental/hotels/us/en/okinawa/okahb/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-JP-_-OKAHB,https://www.anaintercontinental-ishigaki.jp/restaurant/scc.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298044-Reviews-Okinawa_Cuisine_Ishigaki-Ishigaki_Okinawa_Prefecture.html
登録済み,海Cafe&Kitchen St. ELMO,〒907-0024 沖縄県 石垣市 新川1629-3,+81 980-87-6250,カフェ・喫茶店,4.5 ,22件の口コミ,http://www.facebook.com/pg/cafeSt.ELMO/about/?entry_point=page_nav_about_item&tab=page_info,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d10795694-Reviews-Umi_Cafe_Kitchen_St_Elmo-Ishigaki_Okinawa_Prefecture.html
